Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
Shravanabelagola -193,CHIDHANANDA C.R,Bharatiya Janata Party,5585,63,5648,3.23
Shravanabelagola -193,C.N. BALAKRISHNA,Janata Dal  (Secular),84511,1157,85668,48.93
Shravanabelagola -193,MANJEGOWDA BADAKANAHALLI,Aam Aadmi Party,894,4,898,0.51
Shravanabelagola -193,R. RAJU KUNDURU,Bahujan Samaj Party,512,8,520,0.3
Shravanabelagola -193,KIRAN T.K,Uttama Prajaakeeya Party,771,8,779,0.44
Shravanabelagola -193,PAVITHRA J.K,Kalyana Rajya Pragathi Paksha,218,3,221,0.13
Shravanabelagola -193,H.D. REVANNA,Purvanchal Mahapanchayat,296,2,298,0.17
Shravanabelagola -193,SHIVAKUMARA,Karnataka Rashtra Samithi,160,0,160,0.09
Shravanabelagola -193,NATARAJ POOMADIHALI,Independent,221,10,231,0.13
Shravanabelagola -193,H.M. RAVI HULLENAHALLI,Independent,413,2,415,0.24
Shravanabelagola -193,DR|| SUBRAMANYA MUDRABETTU,Independent,526,13,539,0.31
Shravanabelagola -193,NOTA,None of the Above,659,8,667,0.38
Sidlaghatta -142,B S MOULAJAN,Aam Aadmi Party,1385,2,1387,0.78
Sidlaghatta -142,B.N. RAVI KUMAR,Janata Dal  (Secular),68389,543,68932,38.89
Sidlaghatta -142,B.V. RAJEEV GOWDA,Indian National Congress,35844,313,36157,20.4
Sidlaghatta -142,SEEKAL RAMACHANDRA  GOWDA,Bharatiya Janata Party,15349,97,15446,8.71
Sidlaghatta -142,MALLURU VENKATARAMANAPPA,Bahujan Samaj Party,332,3,335,0.19
Sidlaghatta -142,KEMPEGOWDA SUNDRAHALLI,Karnataka Rashtra Samithi,202,1,203,0.11
Sidlaghatta -142,DEVAPPA.V.,Rashtriya Samaj Dal (R),345,1,346,0.2
Sidlaghatta -142,PUTTU ANJINAPPA,Independent,52008,152,52160,29.43
Sidlaghatta -142,NANJAPPA,Independent,369,1,370,0.21
Sidlaghatta -142,BALAMURALI KRISHNA,Independent,243,1,244,0.14
Sidlaghatta -142,BYREGOWDA VENKATASHAMAPPA,Independent,78,3,81,0.05
Sidlaghatta -142,SRINATHA.A,Independent,193,2,195,0.11
Sidlaghatta -142,S.A.SYED GHOUSE,Independent,183,3,186,0.1
Sidlaghatta -142,SANDEEP REDDY H.R,Independent,695,3,698,0.39
Sidlaghatta -142,NOTA,None of the Above,520,0,520,0.29
Sindgi -33,ASHOK MALLAPPA MANAGULI,Indian National Congress,86771,850,87621,50.53
Sindgi -33,DR|| DASTAGEER. MULLA,Bahujan Samaj Party,808,5,813,0.47
Sindgi -33,BHUSANUR RAMESH BALAPPA,Bharatiya Janata Party,78691,1122,79813,46.03
Sindgi -33,MURIGEPPAGOUDA S RADDEWADAGI,Aam Aadmi Party,850,1,851,0.49
Sindgi -33,VISHALAKSHI SHIVANAND PATIL,Janata Dal  (Secular),2251,32,2283,1.32
Sindgi -33,PUNDALIK BIRADAR,Karnataka Rashtra Samithi,229,5,234,0.13
Sindgi -33,JILANI. GUDUSAB. MULLA.,Independent,169,1,170,0.1
Sindgi -33,DEEPIKA S,Independent,370,6,376,0.22
Sindgi -33,MOHAMMAD MUSHTAQ AMEENUDDIN NAIKODI,Independent,274,1,275,0.16
Sindgi -33,NOTA,None of the Above,960,3,963,0.56
Sindhanur -58,K. KARIYAPPA,Bharatiya Janata Party,51192,511,51703,29.47
Sindhanur -58,VENKATRAO NADAGOUDA,Janata Dal  (Secular),43261,200,43461,24.77
Sindhanur -58,SANGRAM NARAYAN KILLED,Aam Aadmi Party,1388,0,1388,0.79
Sindhanur -58,HAMPANAGOUDA BADARLI,Indian National Congress,73183,462,73645,41.98
Sindhanur -58,NIJAGUNAYYA,Uttama Prajaakeeya Party,852,1,853,0.49
Sindhanur -58,NIRUPADI  K GOMARSHI,Karnataka Rashtra Samithi,269,1,270,0.15
Sindhanur -58,BASAVARAJ SASALAMARI,Republican Party of India Bharatha,235,1,236,0.13
Sindhanur -58,MALLIKARJUN NEKKANTI,Kalyana Rajya Pragathi Paksha,2143,4,2147,1.22
Sindhanur -58,BASAVARAJ BADARLI,Independent,214,1,215,0.12
Sindhanur -58,BASAPUR SHARANAPPA NEELAKANTAPPA,Independent,448,0,448,0.26
Sindhanur -58,NOTA,None of the Above,1061,4,1065,0.61
Sira -136,R Ugresh,Janata Dal  (Secular),55527,1307,56834,29.8
Sira -136,T B Jayachandra,Indian National Congress,84293,1791,86084,45.14
Sira -136,Nataraju N K,Bahujan Samaj Party,820,8,828,0.43
Sira -136,C M Rajesh Gowda,Bharatiya Janata Party,41398,931,42329,22.2
Sira -136,Shashikumar R,Aam Aadmi Party,573,10,583,0.31
Sira -136,Ashoka,Uttama Prajaakeeya Party,608,10,618,0.32
Sira -136,N Kumar,Dr. Ambedkar People's Party,87,0,87,0.05
Sira -136,Girish,Communist Party of India,623,10,633,0.33
Sira -136,K T Gundaraj,Swayam Krushi Party,227,6,233,0.12
Sira -136,Pradeep Kumar,Karnataka Rashtra Samithi,220,50,270,0.14
Sira -136,S N Kantharaju,Independent,92,29,121,0.06
Sira -136,Bandi Ranganatha Y R,Independent,96,4,100,0.05
Sira -136,B A Manjunatha,Independent,151,15,166,0.09
Sira -136,Ranganatha,Independent,785,5,790,0.41
Sira -136,Ranganathaiah Y G,Independent,303,5,308,0.16
Sira -136,NOTA,None of the Above,665,57,722,0.38
Sirsi -80,UPENDRA PAI,Janata Dal  (Secular),8988,150,9138,5.69
Sirsi -80,BHIMANNA T. NAIK,Indian National Congress,76021,866,76887,47.89
Sirsi -80,HITENDRA NAIK,Aam Aadmi Party,1423,26,1449,0.9
Sirsi -80,KAGERI VISHWESHWAR HEGDE,Bharatiya Janata Party,66954,1221,68175,42.47
Sirsi -80,DINESH NAIK,Indian Movement Party,346,15,361,0.22
Sirsi -80,VISHWANATH G NAIK,Karnataka Janaseve Party,146,5,151,0.09
Sirsi -80,SUNIL PAWAR,Uttama Prajaakeeya Party,476,7,483,0.3
Sirsi -80,ABHIRAM HEGDE HALALLA,Independent,594,12,606,0.38
Sirsi -80,UMESH KRISHNAPPA DAIVADNYA,Independent,379,5,384,0.24
Sirsi -80,GOPAL DEVADIGA,Independent,1253,13,1266,0.79
Sirsi -80,NOTA,None of the Above,1612,26,1638,1.02
Siruguppa -92,B. M. NAGARAJA,Indian National Congress,90429,433,90862,54.05
Siruguppa -92,B. PARAMESHWARA NAYAKA,Janata Dal  (Secular),991,1,992,0.59
Siruguppa -92,B. LOKESHA NAYAKA,Aam Aadmi Party,490,1,491,0.29
Siruguppa -92,M. S. SOMALINGAPPA,Bharatiya Janata Party,53580,250,53830,32.02
Siruguppa -92,T. DARAPPA NAIK,Kalyana Rajya Pragathi Paksha,18538,114,18652,11.1
Siruguppa -92,DODDAYALLAPPA,Karnataka Rashtra Samithi,523,3,526,0.31
Siruguppa -92,M. H. VEERESHAPPA,All India Forward Bloc,363,3,366,0.22
Siruguppa -92,M. S. GADILINGAPPA,Independent,366,4,370,0.22
Siruguppa -92,HANUMANTHAPPA SHALURU,Independent,372,0,372,0.22
Siruguppa -92,NOTA,None of the Above,1636,9,1645,0.98
Sorab -116,S. KUMARA BANGARAPPA,Bharatiya Janata Party,54311,339,54650,33.32
Sorab -116,BASURU CHANDREGOWDRU,Janata Dal  (Secular),6439,38,6477,3.95
Sorab -116,CHANDRASHEKARA K.Y,Aam Aadmi Party,630,2,632,0.39
Sorab -116,MADHU BANGARAPPA,Indian National Congress,98232,680,98912,60.3
Sorab -116,PARASHURAM.V.G,Samajwadi Party,586,0,586,0.36
Sorab -116,MANJUNATHA UPPALLI,Karnataka Rashtra Samithi,203,4,207,0.13
Sorab -116,LAKSHMIKANTH C S,Uttama Prajaakeeya Party,728,5,733,0.45
Sorab -116,L.G.GUDDAPPA MARURU,Independent,356,1,357,0.22
Sorab -116,J.S.CHIDANANDAGOWDA,Independent,226,0,226,0.14
Sorab -116,S. SHIVAYOGI,Independent,242,4,246,0.15
Sorab -116,NOTA,None of the Above,996,14,1010,0.62
Sringeri -123,K.M.GOPALA,Bahujan Samaj Party,805,13,818,0.58
Sringeri -123,D.N.JEEVARAJA.,Bharatiya Janata Party,58278,692,58970,41.65
Sringeri -123,RAJAN GOWDA H.S.,Aam Aadmi Party,1143,7,1150,0.81
Sringeri -123,T.D.RAJEGOWDA,Indian National Congress,58602,569,59171,41.79
Sringeri -123,SUDHAKARA.S.SHETTY,Janata Dal  (Secular),19161,256,19417,13.71
Sringeri -123,COMRADE || UMESH B.A,Communist Party of India (Marxist-Leninist) Red Star,226,0,226,0.16
Sringeri -123,M.K. DAYANDA MAVINAKERE.,Proutist Sarva Samaj,114,0,114,0.08
Sringeri -123,ELIYAZ AHAMMAD,Independent,156,0,156,0.11
Sringeri -123,K.R KUSUMA,Independent,205,2,207,0.15
Sringeri -123,NARAYANA,Independent,233,0,233,0.16
Sringeri -123,G.BHARATHI.,Independent,216,1,217,0.15
Sringeri -123,ABRAHAM,Independent,223,0,223,0.16
Sringeri -123,NOTA,None of the Above,675,3,678,0.48
Srinivaspur -144,K.R. RAMESH KUMAR,Indian National Congress,84123,897,85020,44.52
Srinivaspur -144,G.K. VENKATASHIVAREDDY,Janata Dal  (Secular),94496,967,95463,49.99
Srinivaspur -144,DRΙΙ Y.V.VENKATACHALA,Aam Aadmi Party,2076,10,2086,1.09
Srinivaspur -144,GUNJURU R. SRINIVASAREDDY,Bharatiya Janata Party,6524,120,6644,3.48
Srinivaspur -144,KRS ANANDA G.K,Karnataka Rashtra Samithi,232,1,233,0.12
Srinivaspur -144,N.S. RAMESH KUMAR,Independent,146,2,148,0.08
Srinivaspur -144,S.RAMESH KUMAR,Independent,225,4,229,0.12
Srinivaspur -144,VENKATASHIVAREDDY,Independent,146,2,148,0.08
Srinivaspur -144,T.N. VENKATASHIVAREDDY,Independent,322,1,323,0.17
Srinivaspur -144,NOTA,None of the Above,673,5,678,0.36
Srirangapatna -190,ANANDA.P,Bahujan Samaj Party,768,9,777,0.42
Srirangapatna -190,A.B. RAMESHA BANDISIDDEGOWDA,Indian National Congress,72234,583,72817,39.32
Srirangapatna -190,RAVINDRA SRIKANTAIAH,Janata Dal  (Secular),61273,407,61680,33.31
Srirangapatna -190,C.S. VENKATESHA,Aam Aadmi Party,1095,1,1096,0.59
Srirangapatna -190,S. SACCHIDANANDA,Bharatiya Janata Party,42079,227,42306,22.84
Srirangapatna -190,ANIL KUMAR,Aihra National Party,207,1,208,0.11
Srirangapatna -190,ARUNA KUMARA H.M,Karnataka Rashtra Samithi,280,1,281,0.15
Srirangapatna -190,HARISH.N,Indian Movement Party,71,0,71,0.04
Srirangapatna -190,Y M GIRISHA,Independent,89,0,89,0.05
Srirangapatna -190,PALAHALLI CHANDRASHEKAR,Independent,211,1,212,0.11
Srirangapatna -190,H.D.JAVAREGOWDA,Independent,114,6,120,0.06
Srirangapatna -190,DEVIKA.K,Independent,132,5,137,0.07
Srirangapatna -190,BASAVARAJA SOMAVARADA,Independent,107,1,108,0.06
Srirangapatna -190,M M Maheshagowda,Independent,409,4,413,0.22
Srirangapatna -190,MOHANA KUMAR ALIAS KIRANGURU PAPU,Independent,252,0,252,0.14
Srirangapatna -190,TAGGAHALLI VENKATESH,Independent,3241,25,3266,1.76
Srirangapatna -190,SRINIVASA G P,Independent,310,3,313,0.17
Srirangapatna -190,NOTA,None of the Above,1043,5,1048,0.57
Sullia -207,G. KRISHNAPPA RAMAKUNJA.,Indian National Congress,62345,692,63037,38.27
Sullia -207,BHAGIRATHI MURULYA,Bharatiya Janata Party,92344,1567,93911,57.01
Sullia -207,H. L. VENKATESH.,Janata Dal  (Secular),1812,38,1850,1.12
Sullia -207,SUMANA BELLARKAR,Aam Aadmi Party,1566,21,1587,0.96
Sullia -207,GANESHA. M (SUDHISH),Karnataka Rashtra Samithi,293,6,299,0.18
Sullia -207,"RAMESHA BOODU, SULLIA",Uttama Prajaakeeya Party,572,3,575,0.35
Sullia -207,SUNDER MERA,Kalyana Rajya Pragathi Paksha,388,10,398,0.24
Sullia -207,GURUVAPPA KALLUGUDDE,Independent,506,7,513,0.31
Sullia -207,NOTA,None of the Above,2533,29,2562,1.56
T.Narasipur -220,ASHVIN KUMAR M,Janata Dal  (Secular),58960,305,59265,36.53
T.Narasipur -220,B R PUTTASWAMY,Bahujan Samaj Party,988,4,992,0.61
T.Narasipur -220,DR. H C MAHADEVAPPA,Indian National Congress,77494,390,77884,48
T.Narasipur -220,DR. M. REVANNA,Bharatiya Janata Party,20252,137,20389,12.57
T.Narasipur -220,SIDDARAJU M,Aam Aadmi Party,566,2,568,0.35
T.Narasipur -220,CHANDRAPPA N,Rani Chennamma Party,120,0,120,0.07
T.Narasipur -220,M D MANJUNATHA,Karnataka Rashtra Samithi,170,0,170,0.1
T.Narasipur -220,R RENUKA SURESH,Country Citizen Party,174,5,179,0.11
T.Narasipur -220,A N SHIVALINGAPPA,Samajwadi Janata Party(Karnataka),259,2,261,0.16
T.Narasipur -220,SRINIVASA,Indian Movement Party,254,1,255,0.16
T.Narasipur -220,K KENCHAIAH,Independent,501,3,504,0.31
T.Narasipur -220,DR. ALAGUD S. CHANDRASHEKHAR,Independent,334,0,334,0.21
T.Narasipur -220,NOTA,None of the Above,1331,4,1335,0.82
Tarikere -126,G.H. SRINIVASA,Indian National Congress,62413,673,63086,40.93
Tarikere -126,D.S. SURESH,Bharatiya Janata Party,50385,570,50955,33.06
Tarikere -126,D.C. SURESHA,Aam Aadmi Party,417,2,419,0.27
Tarikere -126,K. GOVINDAPPA,Karnataka Rashtra Samithi,155,1,156,0.1
Tarikere -126,B.P.VIKAS,Uttama Prajaakeeya Party,546,2,548,0.36
Tarikere -126,KADLE BATTI ASHOKANNA,Independent,134,0,134,0.09
Tarikere -126,GOPIKRISHNA ALIAS GOPALA KRISHNA.B,Independent,411,4,415,0.27
Tarikere -126,H.M. GOPIKRISHNA HUNASAGATTA,Independent,35266,202,35468,23.01
Tarikere -126,A.R.NAGARAJAPPA,Independent,172,1,173,0.11
Tarikere -126,C.M NANJUNDAPPA,Independent,63,6,69,0.04
Tarikere -126,DORANAL PARAMESH,Independent,1333,5,1338,0.87
Tarikere -126,RAFEEQ AHAMAD.S,Independent,107,0,107,0.07
Tarikere -126,A.B. RAJKUMAR,Independent,219,0,219,0.14
Tarikere -126,A.R. SATHISHA,Independent,326,0,326,0.21
Tarikere -126,NOTA,None of the Above,733,3,736,0.48
Terdal -20,ARJUN HALAGIGOUDAR.,Aam Aadmi Party,1731,11,1742,0.97
Terdal -20,SIDDU SAVADI,Bharatiya Janata Party,76628,637,77265,43.01
Terdal -20,SIDDU.RAMAPPA.KONNUR.,Indian National Congress,66193,327,66520,37.03
Terdal -20,SURESH ARJUN MADIWALAR,Janata Dal  (Secular),839,3,842,0.47
Terdal -20,ABBASALI MULLA,Republican Party of India (A),133,0,133,0.07
Terdal -20,DHAREPPA DAKAPPA DANAGOUD,Karnataka Rashtra Samithi,142,1,143,0.08
Terdal -20,YAMANAPPA VITTHAL GUNADAL,Social Democratic Party Of India,3523,4,3527,1.96
Terdal -20,ADIVEPPA UDDAPPA UDDAPPAGOL,Independent,209,1,210,0.12
Terdal -20,AMBADAS KAMURTHI,Independent,4191,33,4224,2.35
Terdal -20,"DR. PADMAJEET, A. NADAGOUDA PATIL",Independent,22263,217,22480,12.51
Terdal -20,"HYAGADI, MAHALINGAPPA, SHIVANAND",Independent,898,1,899,0.5
Terdal -20,SANTHOSH.BASAPPA.HANAGANDI,Independent,782,0,782,0.44
Terdal -20,NOTA,None of the Above,888,6,894,0.5
Tiptur -129,T S Chandrashekhar,Aam Aadmi Party,638,2,640,0.41
Tiptur -129,B.C. Nagesh,Bharatiya Janata Party,53753,594,54347,34.82
Tiptur -129,K T Shanthakumara,Janata Dal  (Secular),25811,203,26014,16.67
Tiptur -129,K Shadakshari,Indian National Congress,71415,584,71999,46.13
Tiptur -129,Arun Linga,Kannada Deshada Paksha,424,0,424,0.27
Tiptur -129,Girish S B,Uttama Prajaakeeya Party,503,3,506,0.32
Tiptur -129,Gangadharaiah K S,Karnataka Rashtra Samithi,256,1,257,0.16
Tiptur -129,R M Mallikarjunaswamy,BhartiyaBahujanKranti Dal,130,2,132,0.08
Tiptur -129,Ananthashayana A T,Independent,130,0,130,0.08
Tiptur -129,T N Kumaraswamy,Independent,468,0,468,0.3
Tiptur -129,M Ravi,Independent,260,1,261,0.17
Tiptur -129,B N Vijayakumar,Independent,256,0,256,0.16
Tiptur -129,NOTA,None of the Above,632,3,635,0.41
Tirthahalli -114,ARAGA JNANENDRA,Bharatiya Janata Party,83879,684,84563,52.28
Tirthahalli -114,KIMMANE RATNAKAR,Indian National Congress,71791,531,72322,44.71
Tirthahalli -114,YADUR RAJARAM,Janata Dal  (Secular),2692,18,2710,1.68
Tirthahalli -114,SALUR SHIVAKUMAR GOWDA,Aam Aadmi Party,499,2,501,0.31
Tirthahalli -114,ARUNA KANAHALLI,Karnataka Rashtra Samithi,495,1,496,0.31
Tirthahalli -114,NOTA,None of the Above,1153,11,1164,0.72
Tumkur City -132,IQBAL AHMED,Indian National Congress,46616,284,46900,26.79
Tumkur City -132,N GOVINDARAJU,Janata Dal  (Secular),55359,608,55967,31.97
Tumkur City -132,G B JYOTHI GANESH,Bharatiya Janata Party,58126,1039,59165,33.79
Tumkur City -132,K B DINESH BABU,Bahujan Samaj Party,347,6,353,0.2
Tumkur City -132,MOHAMMED GHOUSE PEER,Aam Aadmi Party,664,0,664,0.38
Tumkur City -132,M V KALYANI,Socialist Unity Centre Of India (COMMUNIST),147,3,150,0.09
Tumkur City -132,GAJENDRA KUMAR GOWDA,Karnataka Rashtra Samithi,235,3,238,0.14
Tumkur City -132,T N RAJESH,Uttama Prajaakeeya Party,967,7,974,0.56
Tumkur City -132,KUMAR S,Independent,61,0,61,0.03
Tumkur City -132,DADA PEER,Independent,93,2,95,0.05
Tumkur City -132,NARASE GOWDA,Independent,73,2,75,0.04
Tumkur City -132,PRAKASH R A,Independent,100,0,100,0.06
Tumkur City -132,VEERESHA PRASAD R (GUBBI VEERANNA),Independent,256,2,258,0.15
Tumkur City -132,SOGADU SHIVANNA,Independent,8846,108,8954,5.11
Tumkur City -132,NOTA,None of the Above,1122,9,1131,0.65
Tumkur Rural -133,D.C.GOWRISHANKAR SWAMY,Janata Dal  (Secular),83792,805,84597,46.38
Tumkur Rural -133,DINESH KUMAR.B,Aam Aadmi Party,665,5,670,0.37
Tumkur Rural -133,G.H.SHANMUKHAPPA,Indian National Congress,3990,76,4066,2.23
Tumkur Rural -133,B.SURESH GOWDA,Bharatiya Janata Party,88052,1139,89191,48.9
Tumkur Rural -133,V.A.ANAND,Karnataka Rashtra Samithi,460,1,461,0.25
Tumkur Rural -133,D.GOPALAKRISHNA,Socialist Party (India),88,0,88,0.05
Tumkur Rural -133,DINESH.T.N,Uttama Prajaakeeya Party,750,3,753,0.41
Tumkur Rural -133,NISSAR AHMED,Indian Movement Party,53,1,54,0.03
Tumkur Rural -133,ASHOKA.K.S.,Independent,80,0,80,0.04
Tumkur Rural -133,S.T.GOVINDAIAH,Independent,310,3,313,0.17
Tumkur Rural -133,YOGANARASIMHAMURTHY.T.H,Independent,309,0,309,0.17
Tumkur Rural -133,K.V.SRINIVAS KALKERE,Independent,150,2,152,0.08
Tumkur Rural -133,SIDDARAMEGOWDA,Independent,451,4,455,0.25
Tumkur Rural -133,NOTA,None of the Above,1195,5,1200,0.66
Turuvekere -130,BML.KANTHRAJ,Indian National Congress,30293,243,30536,19.04
Turuvekere -130,M.T.KRISHNAPPA,Janata Dal  (Secular),67485,678,68163,42.51
Turuvekere -130,MASALA JAYARAM,Bharatiya Janata Party,57636,604,58240,36.32
Turuvekere -130,JAYARAM.G.C,Aam Aadmi Party,1015,3,1018,0.63
Turuvekere -130,M.C.SRINIVAS,Bahujan Samaj Party,133,3,136,0.08
Turuvekere -130,H.B.PUTTAPPA,BhartiyaBahujanKranti Dal,84,1,85,0.05
Turuvekere -130,BHARATH.S,Uttama Prajaakeeya Party,719,5,724,0.45
Turuvekere -130,RAM PRASAD,Karnataka Rashtra Samithi,176,0,176,0.11
Turuvekere -130,HATTAIAH.N,Republican Party of India Bharatha,198,4,202,0.13
Turuvekere -130,KAPANIGOWDA,Independent,224,1,225,0.14
Turuvekere -130,NARAYANA,Independent,245,0,245,0.15
Turuvekere -130,NOTA,None of the Above,585,3,588,0.37
Udupi -120,DAKSHATH. R. SHETTY,Janata Dal  (Secular),835,10,845,0.51
Udupi -120,PRABHAKAR POOJARI (THOTTAM),Aam Aadmi Party,633,7,640,0.39
Udupi -120,PRASADRAJ  KANCHAN,Indian National Congress,63804,499,64303,38.72
Udupi -120,YASHPAL A SUVARNA,Bharatiya Janata Party,96122,957,97079,58.46
Udupi -120,NITHIN.V.POOJARY,Uttama Prajaakeeya Party,1108,11,1119,0.67
Udupi -120,RAMDAS BHAT,Karnataka Rashtra Samithi,316,7,323,0.19
Udupi -120,SHEKAR HAVANJE,Republican Party of India (Karnataka),433,2,435,0.26
Udupi -120,NOTA,None of the Above,1298,18,1316,0.79
Varuna -219,KRISHNAMURTHY. M,Bahujan Samaj Party,1075,3,1078,0.54
Varuna -219,Dr|| BHARATHI SHANKAR N. L.,Janata Dal  (Secular),1034,3,1037,0.52
Varuna -219,RAJESH,Aam Aadmi Party,563,1,564,0.28
Varuna -219,SIDDARAMAIAH,Indian National Congress,119430,386,119816,60.09
Varuna -219,V. SOMANNA,Bharatiya Janata Party,73424,229,73653,36.94
Varuna -219,ARUN LINGA KANNADA CHAKRAVARTHI,Kannada Deshada Paksha,416,0,416,0.21
Varuna -219,N. AMBARISH KADAMBA NAA AMBARISH,Karnataka Jantha Paksha,241,1,242,0.12
Varuna -219,K. NAGESHA NAIKA,Samajwadi Janata Party(Karnataka),119,0,119,0.06
Varuna -219,MAHADEVASWAMY .R,Uttama Prajaakeeya Party,413,1,414,0.21
Varuna -219,RAVIKUMAR. M,Karnataka Rashtra Samithi,219,1,220,0.11
Varuna -219,SHIVA .E,Karnataka Praja Party (RaithaParva),160,0,160,0.08
Varuna -219,CHETHAN. E,Independent,281,5,286,0.14
Varuna -219,PYARIJAN,Independent,386,2,388,0.19
Varuna -219,M. MAHESH,Independent,199,0,199,0.1
Varuna -219,DR. U. P. SHIVANANDA,Independent,153,0,153,0.08
Varuna -219,NOTA,None of the Above,634,0,634,0.32
Vijay Nagar -167,M.KRISHNAPPA,Indian National Congress,79857,300,80157,50.5
Vijay Nagar -167,GULSHAN BANU,Bahujan Samaj Party,236,1,237,0.15
Vijay Nagar -167,RAMESH BELLAMKONDA,Aam Aadmi Party,822,6,828,0.52
Vijay Nagar -167,H RAVINDRA,Bharatiya Janata Party,72605,228,72833,45.89
Vijay Nagar -167,ARUN KUMAR.C,All India Forward Bloc,194,0,194,0.12
Vijay Nagar -167,NARASIMHA REDDY K.L.,Karnataka Rashtra Samithi,205,1,206,0.13
Vijay Nagar -167,N.MANJUNATH,Uttama Prajaakeeya Party,1701,5,1706,1.07
Vijay Nagar -167,RAVINDRA.A.M,Samajwadi Janata Party(Karnataka),124,0,124,0.08
Vijay Nagar -167,AMJAD KHAN,Independent,55,0,55,0.03
Vijay Nagar -167,KRISHNAPPA.M,Independent,92,0,92,0.06
Vijay Nagar -167,R.NANJUNDAPPA,Independent,89,0,89,0.06
Vijay Nagar -167,PADMAVATHI K.M,Independent,98,1,99,0.06
Vijay Nagar -167,RAVINDRA,Independent,177,0,177,0.11
Vijay Nagar -167,VENKATESH,Independent,164,0,164,0.1
Vijay Nagar -167,SYED SABEER,Independent,112,0,112,0.07
Vijay Nagar -167,NOTA,None of the Above,1637,3,1640,1.03
Vijayanagara -90,H.R.GAVIYAPPA,Indian National Congress,104393,470,104863,57.99
Vijayanagara -90,DASARA SHANKAR,Aam Aadmi Party,696,6,702,0.39
Vijayanagara -90,SIDDHARTH SINGH A THAKUR,Bharatiya Janata Party,70397,743,71140,39.34
Vijayanagara -90,KALLESHI K S,Uttama Prajaakeeya Party,701,1,702,0.39
Vijayanagara -90,K.MANJUNATHA,Karnataka Rashtra Samithi,127,0,127,0.07
Vijayanagara -90,A.VIJAY KUMAR,Kalyana Rajya Pragathi Paksha,155,1,156,0.09
Vijayanagara -90,UMESHA K,Independent,62,0,62,0.03
Vijayanagara -90,KARTHICK R S,Independent,79,0,79,0.04
Vijayanagara -90,KURUBARA HALAPPA,Independent,409,0,409,0.23
Vijayanagara -90,PA.YA.GANESH,Independent,318,2,320,0.18
Vijayanagara -90,S K CHOUDAPPA,Independent,415,0,415,0.23
Vijayanagara -90,SHIVANANDANA,Independent,259,4,263,0.15
Vijayanagara -90,NOTA,None of the Above,1590,9,1599,0.88
Virajpet -209,A.S.PONNANNA,Indian National Congress,83128,663,83791,49.94
Virajpet -209,K.G.BOPAIAH,Bharatiya Janata Party,78397,1103,79500,47.38
Virajpet -209,MANZOOR ALI M.A,Janata Dal  (Secular),1121,0,1121,0.67
Virajpet -209,CHIMMANAMADA  RAVINDRA,Aam Aadmi Party,252,2,254,0.15
Virajpet -209,MANU SOMAIAH,Sarvodaya Karnataka Paksha,678,4,682,0.41
Virajpet -209,S.Y.M. MASOOD FOUJDAR,Nationalist Congress Party,109,12,121,0.07
Virajpet -209,SAJU. V.A. (BAVE),Karnataka Rashtra Samithi,117,6,123,0.07
Virajpet -209,PONNETI K.DARSHAN,Independent,198,6,204,0.12
Virajpet -209,ABDUL NASIR MAKKI,Independent,344,2,346,0.21
Virajpet -209,NOTA,None of the Above,1630,6,1636,0.98
Yadgir -38,CHANNAREDDY PATIL TUNNUR,Indian National Congress,53440,362,53802,34.71
Yadgir -38,BASAVARAJ. M. RAMASAMUDRA,Bahujan Samaj Party,691,3,694,0.45
Yadgir -38,DR. A.B. MALAKAREDDY,Janata Dal  (Secular),7378,42,7420,4.79
Yadgir -38,VENKATREDDY MUDNAL,Bharatiya Janata Party,49768,361,50129,32.34
Yadgir -38,MARUTIRAO JAMBAGA,Dr. Ambedkar People's Party,502,0,502,0.32
Yadgir -38,RAMZANBEE SOFISAB,All India Ulama Congress,563,1,564,0.36
Yadgir -38,SHARANABASAPPA KAMALAPURU,Karnataka Rashtra Samithi,199,0,199,0.13
Yadgir -38,K.SOMASHEKHAR,Socialist Unity Centre Of India (COMMUNIST),464,2,466,0.3
Yadgir -38,NAZREEN KOUSER,Independent,226,0,226,0.15
Yadgir -38,BHIMANNA GURUBASAYYA,Independent,250,2,252,0.16
Yadgir -38,MARAGAPPA SALIKERI,Independent,245,0,245,0.16
Yadgir -38,MAHANTESH PARASHURAM BHOVI,Independent,333,3,336,0.22
Yadgir -38,YANKAPPA DEVINDRAPPA BANGLI,Independent,850,3,853,0.55
Yadgir -38,VENKATAREDDY,Independent,867,0,867,0.56
Yadgir -38,HANAMAGOUDA BEERANKAL,Independent,36648,190,36838,23.77
Yadgir -38,NOTA,None of the Above,1605,4,1609,1.04
Yelahanka -150,KESHAVA RAJANNA B,Indian National Congress,77148,280,77428,28.18
Yelahanka -150,MUNEGOWDA M,Janata Dal  (Secular),44292,199,44491,16.19
Yelahanka -150,P MANJUNATHA,Aam Aadmi Party,1592,5,1597,0.58
Yelahanka -150,S R VISHWANATH,Bharatiya Janata Party,140526,1012,141538,51.5
Yelahanka -150,SANDEEP MARASANDRA MUNIYAPPA,Bahujan Samaj Party,937,3,940,0.34
Yelahanka -150,ASHWATH M M,Uttama Prajaakeeya Party,2931,13,2944,1.07
Yelahanka -150,T R NARAYANA RAO,Indian Labour Party (Ambedkar Phule),141,1,142,0.05
